,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
2498,610,lemon peel,"Pleuronectidae (Dab, Halibut, Plaice)",1580.0,fruity,0.13527
2504,618,lemon peel,True sole,780.0,fruity,0.11982
2510,619,lemon peel,Catfish,2090.0,fruity,0.12005
2516,621,lemon peel,Thunnus,10969.0,fruity,0.11756
2522,622,lemon peel,Walnut,650.0,fruity,0.157
2527,624,lemon peel,"Columbidae (Dove, Pigeon)",1610.0,fruity,0.17312
2529,626,lemon peel,Grape wine,300.0,fruity,0.00069
2537,626,watercress,Grape wine,0.773574828,fruity,0.0
2545,630,lemon peel,Liquor,812.0,fruity,0.00316
2553,631,lemon peel,Cheese,420032.0,fruity,0.32135
2559,632,lemon peel,Milk (Cow),11080.0,fruity,0.00578
2566,633,lemon peel,Eggs,49092.0,fruity,0.13591
2573,634,lemon peel,Yogurt,13134.0,fruity,0.29578
2579,638,lemon peel,Bean,1753.0,fruity,0.16327
2584,640,watercress,Whisky,0.031181818,fruity,0.0
2591,641,lemon peel,Ice cream,6221.0,fruity,0.27798
2598,643,lemon peel,Honey,90.0,fruity,0.70247
2604,645,watercress,Vinegar,0.094951996,fruity,0.00047
2609,646,watercress,Rum,0.011,fruity,0.0
2614,649,watercress,Sherry,0.075994444,fruity,0.0
2623,654,lemon peel,Cake,20339.0,fruity,0.28871
2629,655,lemon peel,Pizza,38623.0,fruity,0.33118
2635,656,lemon peel,Ymer,2600.0,fruity,0.32059
2641,657,lemon peel,Other snack food,22616.0,fruity,0.24484
2647,659,lemon peel,Crisp bread,11142.0,fruity,0.3229
2654,660,lemon peel,Pastry,51375.0,fruity,0.32376
2660,663,lemon peel,Marzipan,1100.0,fruity,0.18456
2666,664,lemon peel,Salad dressing,2365.0,fruity,0.25565
2672,665,lemon peel,Sauce,2405.0,fruity,0.26296
2679,667,lemon peel,Butter,438.0,fruity,0.29475
2685,669,lemon peel,Cream,6315.0,fruity,0.29542
2691,671,lemon peel,Sausage,81072.0,fruity,0.16369
2697,673,lemon peel,Mustard,960.0,fruity,0.29448
2703,674,lemon peel,Pate,3820.0,fruity,0.16648
2709,677,lemon peel,Meat bouillon,7760.0,fruity,0.22746
2715,679,lemon peel,Whey,6466.0,fruity,0.2691
2721,680,lemon peel,Casein,9400.0,fruity,0.20982
2727,681,lemon peel,Fruit preserve,23.0,fruity,0.13939
2733,682,lemon peel,Leavening agent,7567.0,fruity,0.13665
2739,683,lemon peel,Marshmallow,275.0,fruity,0.27282
2745,684,lemon peel,Gelatin,26200.0,fruity,0.27089
2751,686,lemon peel,Other fish product,3417.0,fruity,0.13852
2757,687,lemon peel,Milk (Human),82.0,fruity,0.25
2764,689,lemon peel,Other beverage,2146.0,fruity,0.24596
2771,690,lemon peel,Baby food,22516.0,fruity,0.20586
2777,692,lemon peel,Soup,18087.0,fruity,0.22368
2783,693,lemon peel,Other vegetable product,1157.0,fruity,0.12528
2789,694,lemon peel,Unclassified food or beverage,1045.0,fruity,0.01074
2797,695,lemon peel,Syrup,765.0,fruity,0.22815
2803,696,lemon peel,Tallow,2880.0,fruity,0.2063
2811,701,lemon peel,Other candy,2293.0,fruity,0.14351
2817,704,lemon peel,Other animal fat,400.0,fruity,0.14184
