,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
2597,643,ketone,Honey,6.0,chemical,0.04683
2599,643,mercaptan,Honey,0.06,chemical,0.00047
2622,654,ketone,Cake,9321.0,chemical,0.13231
2628,655,ketone,Pizza,12055.0,chemical,0.10337
2634,656,ketone,Ymer,860.0,chemical,0.10604
2640,657,ketone,Other snack food,15142.0,chemical,0.16392
2646,659,ketone,Crisp bread,5602.0,chemical,0.16235
2653,660,ketone,Pastry,21922.0,chemical,0.13815
2659,663,ketone,Marzipan,1140.0,chemical,0.19128
2665,664,ketone,Salad dressing,1082.0,chemical,0.11696
2671,665,ketone,Sauce,1102.0,chemical,0.12049
2678,667,ketone,Butter,151.0,chemical,0.10162
2684,669,ketone,Cream,2266.0,chemical,0.10601
2690,671,ketone,Sausage,90445.0,chemical,0.18262
2696,673,ketone,Mustard,440.0,chemical,0.13497
2702,674,ketone,Pate,3991.0,chemical,0.17393
2708,677,ketone,Meat bouillon,7040.0,chemical,0.20635
2714,679,ketone,Whey,3414.0,chemical,0.14208
2720,680,ketone,Casein,7200.0,chemical,0.16071
2726,681,ketone,Fruit preserve,37.0,chemical,0.22424
2732,682,ketone,Leavening agent,11893.0,chemical,0.21478
2738,683,ketone,Marshmallow,180.0,chemical,0.17857
2744,684,ketone,Gelatin,17200.0,chemical,0.17783
2750,686,ketone,Other fish product,4479.0,chemical,0.18157
2756,687,ketone,Milk (Human),36.0,chemical,0.10976
2763,689,ketone,Other beverage,795.0,chemical,0.09112
2770,690,ketone,Baby food,17455.0,chemical,0.15959
2776,692,ketone,Soup,12560.0,chemical,0.15533
2782,693,ketone,Other vegetable product,1734.0,chemical,0.18776
2788,694,ketone,Unclassified food or beverage,1320.0,chemical,0.01357
2796,695,ketone,Syrup,371.0,chemical,0.11065
2802,696,ketone,Tallow,3120.0,chemical,0.2235
2810,701,ketone,Other candy,1583.0,chemical,0.09907
2816,704,ketone,Other animal fat,600.0,chemical,0.21277
2823,707,ketone,Cocoa powder,5178.0,chemical,0.12563
2833,709,ketone,Chocolate,3096.0,chemical,0.12052
2840,710,ketone,Hot chocolate,1479.0,chemical,0.10164
2846,711,ketone,Dried milk,12174.0,chemical,0.10216
2852,712,ketone,Milk (Other mammals),759.0,chemical,0.11088
2858,713,ketone,Kefir,240.0,chemical,0.1104
2864,714,ketone,Buttermilk,1982.0,chemical,0.1007
2870,715,ketone,Other fermented milk,480.0,chemical,0.10652
2876,716,ketone,Soy sauce,1579.0,chemical,0.15302
2882,717,ketone,Miso,500.0,chemical,0.16989
2888,718,ketone,Tofu,9848.0,chemical,0.14366
2895,722,ketone,Roe,4912.0,chemical,0.20021
2901,723,ketone,Cichlidae (Tilapia),2711.0,chemical,0.18557
2908,724,ketone,Icing,503.0,chemical,0.14343
2915,725,ketone,Snack bar,11548.0,chemical,0.15509
2921,728,ketone,Burrito,4657.0,chemical,0.14705
2927,729,ketone,Hamburger,23947.0,chemical,0.16173
2933,730,ketone,Baked beans,1659.0,chemical,0.15451
2939,731,ketone,Chili,1327.0,chemical,0.18326
2945,732,ketone,Taco,2636.0,chemical,0.15459
2951,733,ketone,Tortilla,1888.0,chemical,0.15121
2957,734,ketone,Nachos,2543.0,chemical,0.18591
2963,735,ketone,Processed cheese,4347.0,chemical,0.08336
2969,736,ketone,Salad,1894.0,chemical,0.164
2976,737,ketone,Cream substitute,367.0,chemical,0.09296
2982,739,ketone,Topping,577.0,chemical,0.10591
2988,740,ketone,Sweet custard,847.0,chemical,0.12576
2994,742,ketone,Egg roll,1326.0,chemical,0.14519
3000,743,ketone,Heart of palm,111.0,chemical,0.19786
3006,744,ketone,Popcorn,6978.0,chemical,0.22649
3012,745,ketone,Potato chip,2948.0,chemical,0.13126
3018,746,ketone,Tortilla chip,3310.0,chemical,0.21031
3024,747,ketone,Corn chip,3610.0,chemical,0.20981
